Pincode,State Code,District,Prepaid,Reverse Pickup,REPL,COD,Cash
122016,HR,Gurgaon,Y,Y,Y,Y,Y
424304,MH,Dhule,Y,Y,Y,Y,Y
143402,PB,Amritsar,Y,Y,Y,Y,Y
721140,WB,West Midnapore,Y,Y,Y,Y,Y
422007,MH,Nashik,Y,Y,Y,Y,Y
524129,AP,Nellore,Y,Y,Y,Y,Y
261205,UP,Sitapur,Y,Y,Y,Y,Y
521133,AP,Machilipatnam,Y,Y,Y,Y,Y
382442,GJ,Ahmedabad,Y,Y,Y,Y,Y
501323,TS,K.V.Rangareddy,Y,Y,Y,Y,Y
400082,MH,Mumbai,Y,Y,Y,Y,Y
788722,AS,Karimganj,Y,Y,Y,Y,Y
416511,MH,Sindhudurg,Y,Y,Y,Y,Y
182201,JK,Doda,Y,Y,Y,Y,Y
272204,UP,Siddharthnagar,Y,Y,Y,Y,Y
752026,OR,Nayagarh,Y,Y,N,Y,N
492010,CG,Raipur,Y,Y,Y,Y,Y
416507,MH,Kolhapur,Y,Y,Y,Y,Y
680547,KL,Thrissur,Y,Y,Y,Y,Y
226002,UP,Lucknow,Y,Y,Y,Y,Y
642005,TN,Coimbatore,Y,Y,Y,Y,Y
577246,KA,Chickmagalur,Y,Y,N,Y,N
301414,RJ,Alwar,Y,Y,Y,Y,Y
571434,KA,Mandya,Y,Y,Y,Y,Y
682036,KL,Cochin,Y,Y,Y,Y,Y
680671,KL,THRISSUR,Y,Y,Y,Y,Y
314001,RJ,Dungarpur,Y,Y,N,Y,N
229801,UP,Raebareli,Y,Y,Y,Y,Y
678624,KL,Palakkad,Y,Y,Y,Y,Y
454660,MP,Dhar,Y,Y,Y,Y,Y
635653,TN,Vellore,Y,Y,Y,Y,Y
632311,TN,Tiruvannamalai,Y,Y,Y,Y,Y
414202,MH,Beed,Y,Y,N,Y,N
176501,HP,Kangra,Y,Y,N,Y,N
712413,WB,Hooghly,Y,Y,N,Y,N
575013,KA,Dakshina Kannada,Y,Y,Y,Y,Y
575028,KA,Dakshina Kannada,Y,Y,Y,Y,Y
505001,TS,Karim Nagar,Y,Y,Y,Y,Y
443404,MH,Buldhana,Y,Y,N,Y,N
441906,MH,Bhandara,Y,Y,N,Y,N
591340,KA,Belgaum,Y,Y,Y,Y,Y
686513,KL,KOTTAYAM,Y,Y,Y,Y,Y
517124,AP,Chittoor,Y,Y,Y,Y,Y
734434,WB,Darjiling,Y,Y,Y,Y,Y
422013,MH,Nashik,Y,Y,Y,Y,Y
851102,BR,Begusarai,Y,Y,Y,Y,Y
391243,GJ,Vadodara,Y,Y,Y,Y,Y
441002,MH,Nagpur,Y,Y,Y,Y,Y
474012,MP,Gwalior,Y,Y,Y,Y,Y
782447,AS,Nagaon,Y,Y,N,Y,N
364230,GJ,Bhavnagar,Y,Y,Y,Y,Y
141118,PB,Ludhiana,Y,Y,Y,Y,Y
711001,WB,Howrah,Y,Y,Y,Y,Y
503306,TS,Nizamabad,Y,Y,Y,Y,Y
272125,UP,Sant Kabir Nagar,Y,Y,Y,Y,Y
362310,GJ,Junagadh,Y,Y,Y,Y,Y
754006,OR,Cuttack,Y,Y,Y,Y,Y
221102,UP,Varanasi,Y,Y,Y,Y,Y
754010,OR,Cuttack,Y,Y,N,Y,N
609609,PU,Karaikal,Y,Y,Y,Y,Y
852212,BR,Saharsa,Y,Y,Y,Y,Y
412205,MH,Pune,Y,Y,Y,Y,Y
689532,KL,Pathanamthitta,Y,Y,Y,Y,Y
531111,AP,Visakhapatnam,Y,Y,N,Y,N
609403,TN,Mayiladuthurai,Y,Y,Y,Y,Y
721636,WB,East Midnapore,Y,Y,N,Y,N
825322,JH,Giridh,Y,Y,N,Y,N
453771,MP,Indore,Y,Y,Y,Y,Y
277503,UP,Ballia,Y,Y,N,Y,N
383246,GJ,Sabarkantha,Y,Y,Y,Y,Y
685618,KL,Udumbanchola,Y,Y,Y,Y,Y
632055,TN,Vellore,Y,Y,Y,Y,Y
624714,TN,Dindigul,Y,Y,Y,Y,Y
620102,TN,Tiruchirappalli,Y,Y,Y,Y,Y
621601,TN,Tiruchirappalli,Y,Y,Y,Y,Y
632403,TN,Vellore,Y,Y,Y,Y,Y
171219,HP,Shimla,Y,Y,N,Y,N
148001,PB,Sangrur,Y,Y,Y,Y,Y
146114,PB,Hoshiarpur,Y,Y,Y,Y,Y
754231,OR,Kendrapara,Y,Y,Y,Y,Y
574226,KA,Dakshina Kannada,Y,Y,Y,Y,Y
122012,HR,Gurgaon,Y,Y,Y,Y,Y
507211,TS,Khammam,Y,Y,Y,Y,Y
713420,WB,Bardhaman,Y,Y,Y,Y,Y
333026,RJ,Jhujhunu,Y,Y,Y,Y,Y
713385,WB,Dubrajpur,Y,Y,Y,Y,Y
126125,HR,Jind,Y,Y,Y,Y,Y
585444,KA,BIDAR,Y,Y,N,Y,N
394730,GJ,Dang,Y,Y,Y,Y,Y
570031,KA,Mysore,Y,Y,Y,Y,Y
761052,OR,Ganjam,Y,Y,Y,Y,Y
847112,BR,Madhubani,Y,Y,Y,Y,Y
422009,MH,Nashik,Y,Y,Y,Y,Y
854334,BR,Araria,Y,Y,N,Y,N
412410,MH,Pune,Y,Y,Y,Y,Y
413401,MH,Solapur,Y,Y,Y,Y,Y
202129,UP,Aligarh,Y,Y,Y,Y,Y
813104,BR,Banka,Y,Y,Y,Y,Y
346004,GJ,Bhavnagar,Y,Y,Y,Y,Y
691530,KL,KOLLAM,Y,Y,Y,Y,Y
487118,MP,Narsinghpur,Y,Y,Y,Y,Y
277203,UP,Ballia,Y,Y,Y,Y,Y
764063,OR,Nabarangapur,Y,Y,N,Y,N
756118,OR,Bhadrak,Y,Y,N,Y,N
785621,AS,Golaghat,Y,Y,Y,Y,Y
534237,AP,West Godavari,Y,Y,Y,Y,Y
389180,GJ,Dahod,Y,Y,Y,Y,Y
581207,KA,Dharward,Y,Y,Y,Y,Y
611105,TN,Nagapattinam,Y,Y,N,Y,N
585219,KA,Gulbarga,Y,Y,Y,Y,Y
462007,MP,Bhopal,Y,Y,Y,Y,Y
321026,RJ,Bharatpur,Y,Y,Y,Y,Y
535218,AP,Vizianagaram,Y,Y,Y,Y,Y
829209,JH,Ranchi,Y,Y,Y,Y,Y
641608,TN,Coimbatore,Y,Y,Y,Y,Y
625106,TN,Madurai,Y,Y,Y,Y,Y
472447,MP,Tikamgarh,Y,Y,N,Y,N
688539,KL,Alappuzha,Y,Y,Y,Y,Y
503310,TS,Nizamabad,Y,Y,Y,Y,Y
173202,HP,Solan,Y,Y,N,Y,N
574189,KA,Dakshina Kannada,Y,Y,Y,Y,Y
182141,JK,Udhampur,Y,Y,Y,Y,Y
132001,HR,Karnal,Y,Y,Y,Y,Y
802154,BR,Bhojpur,Y,Y,Y,Y,Y
413708,MH,Ahmed Nagar,Y,Y,Y,Y,Y
144801,PB,Jalandhar,Y,Y,Y,Y,Y
756048,OR,Baleswar,Y,Y,N,Y,N
756124,OR,Bhadrak,Y,Y,Y,Y,Y
756165,OR,Bhadrak,Y,Y,Y,Y,Y
691018,KL,Kollam,Y,Y,Y,Y,Y
283151,UP,Firozabad,Y,Y,Y,Y,Y
110119,DL,New Delhi,Y,Y,Y,Y,Y
743435,WB,North 24 Parganas,Y,Y,N,Y,N
144102,PB,Jalandhar,Y,Y,Y,Y,Y
201307,UP,Gautam Buddha Nagar,Y,Y,Y,Y,Y
141401,PB,Ludhiana,Y,Y,Y,Y,Y
134152,CH,Chandigarh,Y,Y,Y,Y,Y
462008,MP,Bhopal,Y,Y,Y,Y,Y
690547,KL,Kollam,Y,Y,Y,Y,Y
246728,UP,Bijnor,Y,Y,Y,Y,Y
388306,GJ,Anand,Y,Y,Y,Y,Y
686642,KL,Kottayam,Y,Y,Y,Y,Y
781346,AS,Nalbari,Y,Y,Y,Y,Y
246429,UK,Rudraprayag,Y,Y,Y,Y,Y
230202,UP,Pratapgarh,Y,Y,Y,Y,Y
752006,OR,Puri,Y,Y,Y,Y,Y
441603,MH,Gondia,Y,Y,Y,Y,Y
175104,HP,Kullu,Y,Y,Y,Y,Y
175123,HP,Kullu,Y,Y,N,Y,N
485774,MP,Satna,Y,Y,N,Y,N
752014,OR,Puri,Y,Y,Y,Y,Y
764059,OR,Nabarangapur,Y,Y,N,Y,N
591241,KA,Belgaum,Y,Y,Y,Y,Y
586207,KA,Bijapur,Y,Y,Y,Y,Y
361280,GJ,Jamnagar,Y,Y,Y,Y,Y
207301,UP,Firozabad,Y,Y,N,Y,N
412218,MH,Pune,Y,Y,Y,Y,Y
416426,MH,Sangli,Y,Y,Y,Y,Y
445105,MH,Yavatmal,Y,Y,N,Y,N
571421,KA,Mandya,Y,Y,Y,Y,Y
531060,AP,Visakhapatnam,Y,Y,N,Y,N
303004,RJ,Dausa,Y,Y,N,Y,N
110020,DL,South Delhi,Y,Y,Y,Y,Y
110506,DL,Delhi NCR,Y,Y,Y,Y,Y
627119,TN,Tirunelveli,Y,Y,Y,Y,Y
614708,TN,Tiruvarur,Y,Y,Y,Y,Y
122224,HR,Delhi NCR,Y,Y,Y,Y,Y
143526,PB,Gurdaspur,Y,Y,Y,Y,Y
515842,AP,Ananthapur,Y,Y,Y,Y,Y
248102,UK,Dehradun,Y,Y,Y,Y,Y
273412,UP,Gorakhpur,Y,Y,N,Y,N
574213,KA,Dakshina Kannada,Y,Y,Y,Y,Y
574301,KA,Dakshina Kannada,Y,Y,Y,Y,Y
799264,TR,North Tripura,Y,Y,Y,Y,Y
831020,JH,East Singhbhum,Y,Y,Y,Y,Y
444109,MH,Akola,Y,Y,Y,Y,Y
507101,TS,Khammam,Y,Y,Y,Y,Y
221001,UP,Varanasi,Y,Y,Y,Y,Y
521131,AP,Krishna,Y,Y,Y,Y,Y
413412,MH,Solapur,Y,Y,Y,Y,Y
305403,RJ,Ajmer,Y,Y,N,Y,N
305002,RJ,Ajmer,Y,Y,Y,Y,Y
484440,MP,Anuppur,Y,Y,Y,Y,Y
722177,WB,Bankura,Y,Y,Y,Y,Y
471515,MP,Chhatarpur,Y,Y,Y,Y,Y
246474,UK,Chamoli,Y,Y,Y,Y,Y
277304,UP,Ballia,Y,Y,Y,Y,Y
785602,AS,Golaghat,Y,Y,Y,Y,Y
416416,MH,Sangli,Y,Y,Y,Y,Y
670305,KL,Kannur,Y,Y,Y,Y,Y
689650,KL,Pathanamthitta,Y,Y,Y,Y,Y
382305,GJ,Dehgam,Y,Y,N,Y,N
524201,AP,Nellore,Y,Y,Y,Y,Y
759026,OR,Dhenkanal,Y,Y,Y,Y,Y
576114,KA,Udupi,Y,Y,Y,Y,Y
784506,AS,Sonitpur,Y,Y,Y,Y,Y
781150,AS,Kamrup,Y,Y,Y,Y,Y
603302,TN,Kanchipuram,Y,Y,N,Y,N
635651,TN,Vellore,Y,Y,Y,Y,Y
614403,TN,Thanjavur,Y,Y,Y,Y,Y
143505,PB,Gurdaspur,Y,Y,Y,Y,Y
411023,MH,Pune,Y,Y,Y,Y,Y
414503,MH,Ahmed Nagar,Y,Y,N,Y,N
507122,TS,Khammam,Y,Y,Y,Y,Y
759022,OR,Dhenkanal,Y,Y,Y,Y,Y
248018,UK,Dehradun,Y,Y,Y,Y,Y
273201,UP,Gorakhpur,Y,Y,N,Y,N
686013,KL,Kottayam,Y,Y,Y,Y,Y
516359,AP,Cuddapah,Y,Y,Y,Y,Y
324010,RJ,Kota,Y,Y,Y,Y,Y
764078,OR,Nabarangapur,Y,Y,N,Y,N
364270,GJ,Bhavnagar,Y,Y,N,Y,N
695571,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
387640,GJ,Kheda,Y,Y,Y,Y,Y
700135,WB,North 24 Parganas,Y,Y,Y,Y,Y
516223,AP,Cuddapah,Y,Y,Y,Y,Y
767022,OR,Balangir,Y,Y,Y,Y,Y
781033,AS,Guwahati,Y,Y,Y,Y,Y
173028,HP,Sirmaur,Y,Y,Y,Y,Y
175050,HP,Mandi,Y,Y,N,Y,N
731234,WB,Birbhum,Y,Y,Y,Y,Y
452023,MP,Indore,Y,Y,Y,Y,Y
524323,AP,Nellore,Y,Y,Y,Y,Y
416236,MH,Kolhapur,Y,Y,Y,Y,Y
572107,KA,Tumkur,Y,Y,Y,Y,Y
571415,KA,Mandya,Y,Y,Y,Y,Y
802312,BR,Bhojpur,Y,Y,Y,Y,Y
576122,KA,Udupi,Y,Y,N,Y,N
303902,RJ,Jaipur,Y,Y,Y,Y,Y
492015,CG,Raipur,Y,Y,Y,Y,Y
576201,KA,Udupi,Y,Y,Y,Y,Y
600088,TN,Kanchipuram,Y,Y,Y,Y,Y
623107,TN,Silukku,Y,Y,Y,Y,Y
621006,TN,Tiruchirappalli,Y,Y,Y,Y,Y
629176,TN,Kanyakumari,Y,Y,Y,Y,Y
627757,TN,Rajapalayam,Y,Y,Y,Y,Y
628002,TN,Tuticorin,Y,Y,Y,Y,Y
583125,KA,Davangare,Y,Y,Y,Y,Y
713102,WB,Bardhaman,Y,Y,Y,Y,Y
144421,PB,Nawanshahr,Y,Y,Y,Y,Y
148106,PB,Sangrur,Y,Y,Y,Y,Y
414303,MH,Ahmed Nagar,Y,Y,Y,Y,Y
841402,BR,Saran,Y,Y,Y,Y,Y
713405,WB,Bardhaman,Y,Y,N,Y,N
431104,MH,Aurangabad,Y,Y,Y,Y,Y
441108,MH,Nagpur,Y,Y,N,Y,N
500039,TS,Hyderabad,Y,Y,Y,Y,Y
431143,MH,BEED,Y,Y,Y,Y,Y
416145,MH,Sangli,Y,Y,Y,Y,Y
361142,GJ,Jamnagar,Y,Y,Y,Y,Y
734314,WB,Darjiling,Y,Y,N,Y,N
821002,BR,Bhagalpur,Y,Y,Y,Y,Y
587118,KA,Bagalkot,Y,Y,Y,Y,Y
141402,PB,Ludhiana,Y,Y,Y,Y,Y
500659,TS,Hyderabad,Y,Y,Y,Y,Y
500660,TS,Hyderabad,Y,Y,Y,Y,Y
506201,TS,Warangal,Y,Y,Y,Y,Y
481990,MP,Dindori,Y,Y,N,Y,N
504218,TS,Adilabad,Y,Y,N,Y,N
421203,MH,Thane,Y,Y,Y,Y,Y
474006,MP,Gwalior,Y,Y,Y,Y,Y
792129,AR,TIRAP,Y,Y,Y,Y,Y
442703,MH,Gadchiroli,Y,Y,N,Y,N
828125,JH,Dhanbad,Y,Y,Y,Y,Y
799004,TR,West Tripura,Y,Y,Y,Y,Y
791001,AR,West Siang,Y,Y,Y,Y,Y
786102,AS,Dibrugarh,Y,Y,Y,Y,Y
123413,HR,Gurgaon,Y,Y,Y,Y,Y
670339,KL,Kannur,Y,Y,Y,Y,Y
534316,AP,West Godavari,Y,Y,Y,Y,Y
844124,BR,Vaishali,Y,Y,Y,Y,Y
502307,TS,Medak,Y,Y,Y,Y,Y
643226,TN,Nilgiris,Y,Y,Y,Y,Y
533215,AP,East Godavari,Y,Y,Y,Y,Y
563116,KA,Kolar,Y,Y,Y,Y,Y
585414,KA,Bidar,Y,Y,N,Y,N
230304,UP,Pratapgarh,Y,Y,Y,Y,Y
621717,TN,Perambalur,Y,Y,Y,Y,Y
625011,TN,Madurai,Y,Y,Y,Y,Y
622302,TN,Pudukkottai,Y,Y,Y,Y,Y
629403,TN,Kanyakumari,Y,Y,Y,Y,Y
695010,KL,Trivandrum,Y,Y,Y,Y,Y
685587,KL,Idukki,Y,Y,Y,Y,Y
605002,PU,Pondicherry,Y,Y,Y,Y,Y
133103,HR,Yamuna Nagar,Y,Y,Y,Y,Y
414005,MH,Ahmed Nagar,Y,Y,Y,Y,Y
516257,AP,Cuddapah,Y,Y,Y,Y,Y
678721,KL,Palakkad,Y,Y,Y,Y,Y
695009,KL,Trivandrum,Y,Y,Y,Y,Y
686123,KL,Ernakulam,Y,Y,Y,Y,Y
721456,WB,East Midnapore,Y,Y,Y,Y,Y
721625,WB,East Midnapore,Y,Y,Y,Y,Y
802213,BR,Rohtas,Y,Y,Y,Y,Y
999991,KA,Bangalore,Y,Y,Y,Y,Y
732204,WB,Malda,Y,Y,Y,Y,Y
711226,WB,Howrah,Y,Y,Y,Y,Y
517619,AP,Chittoor,Y,Y,Y,Y,Y
454448,MP,Dhar,Y,Y,N,Y,N
695606,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
757038,OR,Mayurbhanj,Y,Y,N,Y,N
700034,WB,Kolkata,Y,Y,Y,Y,Y
177038,HP,Hamirpur(Hp),Y,Y,Y,Y,Y
203141,UP,Gautam Buddha Nagar,Y,Y,Y,Y,Y
207502,UP,Farrukhabad,Y,Y,Y,Y,Y
577531,KA,Chitradurga,Y,Y,N,Y,N
207403,UP,Etah,Y,Y,Y,Y,Y
175042,HP,Mandi,Y,Y,N,Y,N
416144,MH,Kolhapur,Y,Y,Y,Y,Y
639002,TN,Karur,Y,Y,Y,Y,Y
721124,WB,West Midnapore,Y,Y,Y,Y,Y
505470,TS,Karim Nagar,Y,Y,N,Y,N
843117,BR,Muzaffarpur,Y,Y,Y,Y,Y
680501,KL,Thrissur,Y,Y,Y,Y,Y
508212,TS,Nalgonda,Y,Y,Y,Y,Y
534102,AP,West Godavari,Y,Y,Y,Y,Y
679101,KL,Palakkad,Y,Y,Y,Y,Y
604152,TN,Villupuram,Y,Y,Y,Y,Y
444910,MH,Paratwada,Y,Y,Y,Y,Y
788161,AS,Hailakandi,Y,Y,Y,Y,Y
383260,GJ,Sabarkantha,Y,Y,Y,Y,Y
625528,TN,Theni,Y,Y,Y,Y,Y
576231,KA,Udupi,Y,Y,Y,Y,Y
629803,TN,Kanyakumari,Y,Y,Y,Y,Y
632105,TN,Vellore,Y,Y,Y,Y,Y
626122,TN,Virudhunagar,Y,Y,Y,Y,Y
623806,TN,Ramanathapuram,Y,Y,Y,Y,Y
613101,TN,Thanjavur,Y,Y,Y,Y,Y
613052,TN,THANJAVUR,Y,Y,Y,Y,Y
331503,RJ,Churu,Y,Y,Y,Y,Y
176601,HP,Una,Y,Y,Y,Y,Y
742189,WB,Murshidabad,Y,Y,Y,Y,Y
211015,UP,Allahabad,Y,Y,Y,Y,Y
508245,TS,Nalgonda,Y,Y,Y,Y,Y
332303,RJ,Sikar,Y,Y,N,Y,N
713202,WB,Bardhaman,Y,Y,Y,Y,Y
206123,UP,Etawah,Y,Y,Y,Y,Y
443302,MH,Buldhana,Y,Y,N,Y,N
203409,UP,Bulandshahr,Y,Y,Y,Y,Y
415507,MH,Satara,Y,Y,Y,Y,Y
141102,PB,Ludhiana,Y,Y,Y,Y,Y
211104,UP,Allahabad,Y,Y,Y,Y,Y
751002,OR,Khorda,Y,Y,Y,Y,Y
444802,MH,Amravati,Y,Y,Y,Y,Y
247120,UP,Saharanpur,Y,Y,Y,Y,Y
391135,GJ,Vadodara,Y,Y,N,Y,N
505497,TS,Karim Nagar,Y,Y,Y,Y,Y
562138,KA,Ramanagar,Y,Y,Y,Y,Y
781376,AS,Kamrup,Y,Y,Y,Y,Y
473551,MP,Shivpuri,Y,Y,Y,Y,Y
768216,OR,Jharsuguda,Y,Y,N,Y,N
585214,KA,Gulbarga,Y,Y,N,Y,N
362256,GJ,Junagadh,Y,Y,Y,Y,Y
670649,KL,Kannur,Y,Y,Y,Y,Y
394140,GJ,Surat,Y,Y,Y,Y,Y
505425,TS,Karim Nagar,Y,Y,Y,Y,Y
583223,KA,Bellary,Y,Y,N,Y,N
813208,JH,Sahibganj,Y,Y,N,Y,N
695018,KL,Trivandrum,Y,Y,Y,Y,Y
802302,BR,Bhojpur,Y,Y,Y,Y,Y
700149,WB,South 24 Parganas,Y,Y,Y,Y,Y
274502,UP,Deoria,Y,Y,Y,Y,Y
835214,JH,Ranchi,Y,Y,Y,Y,Y
603201,TN,Kanchipuram,Y,Y,Y,Y,Y
209208,UP,Kanpur Dehat,Y,Y,Y,Y,Y
627861,TN,Tenkasi,Y,Y,Y,Y,Y
642105,TN,Coimbatore,Y,Y,N,Y,N
501218,TS,K.V.Rangareddy,Y,Y,Y,Y,Y
395008,GJ,Surat,Y,Y,Y,Y,Y
502267,TS,Medak,Y,Y,Y,Y,Y
509126,TS,Mahabub Nagar,Y,Y,Y,Y,Y
690544,KL,Kollam,Y,Y,Y,Y,Y
127031,HR,Bhiwani,Y,Y,Y,Y,Y
691501,KL,Kollam,Y,Y,Y,Y,Y
442507,MH,Chandrapur,Y,Y,N,Y,N
370165,GJ,Kachchh,Y,Y,N,Y,N
802183,BR,Bhojpur,Y,Y,Y,Y,Y
841404,BR,Siwan,Y,Y,Y,Y,Y
273165,UP,Jhansi,Y,Y,N,Y,N
312025,RJ,CHITTORGARH,Y,Y,Y,Y,Y
522233,AP,Guntur,Y,Y,N,Y,N
140307,PB,Mohali,Y,Y,Y,Y,Y
721428,WB,East Midnapore,Y,Y,N,Y,N
802127,BR,Buxar,Y,Y,Y,Y,Y
423301,MH,Nashik,Y,Y,Y,Y,Y
247666,UK,Haridwar,Y,Y,Y,Y,Y
591129,KA,Belgaum,Y,Y,N,Y,N
221007,UP,Varanasi,Y,Y,Y,Y,Y
160106,PB,Chandigarh,Y,Y,Y,Y,Y
250205,UP,Meerut,Y,Y,Y,Y,Y
505475,TS,Karim Nagar,Y,Y,N,Y,N
786185,AS,Dibrugarh,Y,Y,Y,Y,Y
262801,UP,Kheri,Y,Y,Y,Y,Y
815315,JH,Giridh,Y,Y,Y,Y,Y
829143,JH,Hazaribag,Y,Y,Y,Y,Y
590013,KA,Belgaum,Y,Y,Y,Y,Y
530024,AP,Visakhapatnam,Y,Y,Y,Y,Y
416004,MH,Kolhapur,Y,Y,Y,Y,Y
685602,KL,Rajamudy,Y,Y,N,Y,N
586213,KA,Bijapur,Y,Y,Y,Y,Y
629806,TN,Kanyakumari,Y,Y,Y,Y,Y
144206,PB,Hoshiarpur,Y,Y,Y,Y,Y
533460,AP,East Godavari,Y,Y,Y,Y,Y
517507,AP,Chittoor,Y,Y,Y,Y,Y
797103,NL,Dimapur,Y,Y,Y,Y,Y
415208,MH,Ratnagiri,Y,Y,Y,Y,Y
522402,AP,Guntur,Y,Y,Y,Y,Y
630713,TN,Sivaganga,Y,Y,Y,Y,Y
625566,TN,Madurai,Y,Y,Y,Y,Y
636104,TN,Attur,Y,Y,Y,Y,Y
632106,TN,Vellore,Y,Y,Y,Y,Y
626001,TN,Virudhunagar,Y,Y,N,Y,N
614001,TN,Tiruvarur,Y,Y,Y,Y,Y
614903,TN,Tiruvarur,Y,Y,Y,Y,Y
610204,TN,Nagapattinam,Y,Y,Y,Y,Y
638706,TN,Erode,Y,Y,N,Y,N
146104,PB,Hoshiarpur,Y,Y,Y,Y,Y
224188,UP,Faizabad,Y,Y,Y,Y,Y
231312,UP,Mirzapur,Y,Y,Y,Y,Y
689647,KL,Pathanamthitta,Y,Y,Y,Y,Y
712124,WB,Hooghly,Y,Y,Y,Y,Y
695007,KL,Trivandrum,Y,Y,Y,Y,Y
670594,KL,Kannur,Y,Y,Y,Y,Y
205304,UP,MAINPURI,Y,Y,Y,Y,Y
521250,AP,Krishna,Y,Y,N,Y,N
440019,MH,Nagpur,Y,Y,Y,Y,Y
141202,PB,Ludhiana,Y,Y,Y,Y,Y
142022,PB,Ludhiana,Y,Y,Y,Y,Y
251311,UP,Muzaffarnagar,Y,Y,Y,Y,Y
517620,AP,Chittoor,Y,Y,Y,Y,Y
391346,GJ,Vadodara,Y,Y,Y,Y,Y
700130,WB,North 24 Parganas,Y,Y,Y,Y,Y
143110,PB,Amritsar,Y,Y,Y,Y,Y
401100,MH,Mumbai,Y,Y,Y,Y,Y
171214,HP,Shimla,Y,Y,Y,Y,Y
209311,UP,Kanpur Dehat,Y,Y,Y,Y,Y
416805,MH,Sindhudurg,Y,Y,N,Y,N
577450,KA,Shimoga,Y,Y,N,Y,N
576117,KA,Udupi,Y,Y,Y,Y,Y
799142,TR,South Tripura,Y,Y,Y,Y,Y
736157,WB,Cooch Behar,Y,Y,Y,Y,Y
851219,BR,Khagaria,Y,Y,Y,Y,Y
415518,MH,Satara,Y,Y,Y,Y,Y
131028,HR,Sonipat,Y,Y,Y,Y,Y
530015,AP,Visakhapatnam,Y,Y,Y,Y,Y
521125,AP,Krishna,Y,Y,Y,Y,Y
670109,KL,Kannur,Y,Y,Y,Y,Y
670562,KL,Kannur,Y,Y,Y,Y,Y
396406,GJ,Navsari,Y,Y,Y,Y,Y
679511,KL,PALAKKAD,Y,Y,Y,Y,Y
493663,CG,Raipur,Y,Y,Y,Y,Y
765020,OR,Rayagada,Y,Y,N,Y,N
312605,RJ,Chittorgarh,Y,Y,Y,Y,Y
332716,RJ,Jhujhunu,Y,Y,Y,Y,Y
628204,TN,Tuticorin,Y,Y,Y,Y,Y
495556,CG,Janjgir-Champa,Y,Y,N,Y,N
531055,AP,Visakhapatnam,Y,Y,N,Y,N
673595,KL,Wayanad,Y,Y,Y,Y,Y
494221,CG,Bastar,Y,Y,Y,Y,Y
625005,TN,Madurai,Y,Y,Y,Y,Y
621301,TN,Karur,Y,Y,Y,Y,Y
614805,TN,Pudukkottai,Y,Y,Y,Y,Y
370410,GJ,Kachchh,Y,Y,Y,Y,Y
848101,BR,Samastipur,Y,Y,Y,Y,Y
741122,WB,Nadia,Y,Y,Y,Y,Y
689645,KL,Pathanamthitta,Y,Y,Y,Y,Y
533288,AP,East Godavari,Y,Y,N,Y,N
803109,BR,Nawada,Y,Y,Y,Y,Y
425403,MH,Dhule,Y,Y,Y,Y,Y
695563,KL,KOLLAM,Y,Y,Y,Y,Y
756030,OR,Baleswar,Y,Y,N,Y,N
686560,KL,Kottayam,Y,Y,Y,Y,Y
221116,UP,Varanasi,Y,Y,Y,Y,Y
560044,KA,Bangalore,Y,Y,Y,Y,Y
711314,WB,Howrah,Y,Y,Y,Y,Y
535521,AP,Vizianagaram,Y,Y,Y,Y,Y
415003,MH,Satara,Y,Y,Y,Y,Y
400031,MH,Mumbai,Y,Y,Y,Y,Y
440035,MH,Nagpur,Y,Y,Y,Y,Y
321404,RJ,Bharatpur,Y,Y,N,Y,N
800019,BR,Patna,Y,Y,Y,Y,Y
754004,OR,Cuttack,Y,Y,N,Y,N
251306,UP,Muzaffarnagar,Y,Y,Y,Y,Y
686501,KL,Kottayam,Y,Y,Y,Y,Y
450337,MP,Khandwa,Y,Y,Y,Y,Y
400110,MH,Mumbai,Y,Y,Y,Y,Y
832401,JH,Seraikela-Kharsawan,Y,Y,Y,Y,Y
505129,TS,Karim Nagar,Y,Y,N,Y,N
412306,MH,Pune,Y,Y,Y,Y,Y
756119,OR,Bhadrak,Y,Y,Y,Y,Y
204102,UP,Hathras,Y,Y,Y,Y,Y
365640,GJ,Amreli,Y,Y,N,Y,N
325220,RJ,Baran,Y,Y,N,Y,N
686666,KL,Ernakulam,Y,Y,Y,Y,Y
323021,RJ,Bundi,Y,Y,Y,Y,Y
362014,GJ,Junagadh,Y,Y,Y,Y,Y
573150,KA,Hassan,Y,Y,Y,Y,Y
765017,OR,Rayagada,Y,Y,N,Y,N
733129,WB,North Dinajpur,Y,Y,N,Y,N
392130,GJ,Bharuch,Y,Y,N,Y,N
682015,KL,Cochin,Y,Y,Y,Y,Y
533002,AP,East Godavari,Y,Y,Y,Y,Y
682503,KL,Ernakulam,Y,Y,Y,Y,Y
854116,BR,Katihar,Y,Y,N,Y,N
680573,KL,Thrissur,Y,Y,Y,Y,Y
275201,UP,Ghazipur,Y,Y,Y,Y,Y
321305,RJ,Bharatpur,Y,Y,Y,Y,Y
571475,KA,Mandya,Y,Y,Y,Y,Y
458110,MP,Neemuch,Y,Y,N,Y,N
225413,UP,Barabanki,Y,Y,Y,Y,Y
486341,MP,Rewa,Y,Y,Y,Y,Y
678104,KL,Palakkad,Y,Y,Y,Y,Y
604305,TN,Villupuram,Y,Y,Y,Y,Y
