Pincode,State Code,District,Prepaid,Reverse Pickup,REPL,COD,Cash
761108,OR,Ganjam,Y,Y,N,Y,N
682018,KL,Cochin,Y,Y,Y,Y,Y
572211,KA,Tumkur,Y,Y,Y,Y,Y
143202,PB,Amritsar,Y,Y,N,Y,N
515004,AP,Ananthapur,Y,Y,Y,Y,Y
413534,MH,Osmanabad,Y,Y,Y,Y,Y
492006,CG,Raipur,Y,Y,Y,Y,Y
534007,AP,West Godavari,Y,Y,Y,Y,Y
521215,AP,Krishna,Y,Y,Y,Y,Y
605651,TN,Villupuram,Y,Y,Y,Y,Y
524101,AP,Nellore,Y,Y,Y,Y,Y
563137,KA,Kolar,Y,Y,Y,Y,Y
682510,KL,Cochin,Y,Y,Y,Y,Y
682040,KL,Cochin,Y,Y,Y,Y,Y
625531,TN,Theni,Y,Y,Y,Y,Y
492003,CG,Raipur,Y,Y,Y,Y,Y
721201,WB,West Midnapore,Y,Y,N,Y,N
638113,TN,Karur,Y,Y,Y,Y,Y
625605,TN,Theni,Y,Y,N,Y,N
606701,TN,Tiruvannamalai,Y,Y,N,Y,N
637403,TN,Namakkal,Y,Y,Y,Y,Y
394520,GJ,Surat,Y,Y,Y,Y,Y
335039,RJ,Ganganagar,Y,Y,Y,Y,Y
176093,HP,Kangra,Y,Y,N,Y,N
670704,KL,Kannur,Y,Y,N,Y,N
470120,MP,Sagar,Y,Y,N,Y,N
444709,MH,Amravati,Y,Y,N,Y,N
243636,UP,Budaun,Y,Y,Y,Y,Y
685605,KL,Idukki,Y,Y,Y,Y,Y
609704,PU,Nagapattinam,Y,Y,Y,Y,Y
735222,WB,Jalpaiguri,Y,Y,Y,Y,Y
741123,WB,Nadia,Y,Y,N,Y,N
231001,UP,Mirzapur,Y,Y,Y,Y,Y
691583,KL,Kollam,Y,Y,Y,Y,Y
206249,UP,Auraiya,Y,Y,Y,Y,Y
370150,GJ,Kachchh,Y,Y,N,Y,N
425411,MH,Nandurbar,Y,Y,Y,Y,Y
402126,MH,Raigarh(Mh),Y,Y,Y,Y,Y
424305,MH,Dhule,Y,Y,Y,Y,Y
517128,AP,Chittoor,Y,Y,Y,Y,Y
110083,DL,North West Delhi,Y,Y,Y,Y,Y
174101,HP,Baddi,Y,Y,Y,Y,Y
516003,AP,Cuddapah,Y,Y,Y,Y,Y
440021,MH,Nagpur,Y,Y,Y,Y,Y
321405,RJ,Bharatpur,Y,Y,Y,Y,Y
501508,TS,K.V.Rangareddy,Y,Y,Y,Y,Y
500095,TS,Hyderabad,Y,Y,Y,Y,Y
504301,TS,Adilabad,Y,Y,Y,Y,Y
226016,UP,Lucknow,Y,Y,Y,Y,Y
788725,AS,Karimganj,Y,Y,Y,Y,Y
742188,WB,Murshidabad,Y,Y,Y,Y,Y
403115,GA,South Goa,Y,Y,Y,Y,Y
785618,AS,Golaghat,Y,Y,N,Y,N
202120,UP,Aligarh,Y,Y,Y,Y,Y
759143,OR,Angul,Y,Y,Y,Y,Y
673615,KL,Kozhikode,Y,Y,N,Y,N
795004,MN,Imphal West,Y,Y,Y,Y,Y
784160,AR,Nirjuli,Y,Y,Y,Y,Y
784526,AS,Darrang,Y,Y,N,Y,N
143114,PB,Amritsar,Y,Y,N,Y,N
412111,MH,Pune,Y,Y,Y,Y,Y
504207,TS,Adilabad,Y,Y,N,Y,N
642003,TN,Coimbatore,Y,Y,Y,Y,Y
577111,KA,Chickmagalur,Y,Y,Y,Y,Y
585101,KA,Gulbarga,Y,Y,Y,Y,Y
175052,HP,Mandi,Y,Y,Y,Y,Y
722143,WB,Bankura,Y,Y,Y,Y,Y
606804,TN,Tiruvannamalai,Y,Y,Y,Y,Y
680662,KL,Thrissur,Y,Y,Y,Y,Y
314402,RJ,Dungarpur,Y,Y,N,Y,N
603306,TN,Chengalpattu,Y,Y,Y,Y,Y
456771,MP,Ujjain,Y,Y,Y,Y,Y
621213,TN,Tiruchirappalli,Y,Y,Y,Y,Y
632504,TN,Vellore,Y,Y,Y,Y,Y
643213,TN,Coonoor,Y,Y,Y,Y,Y
621851,TN,Ariyalur,Y,Y,Y,Y,Y
606807,TN,Tiruvannamalai,Y,Y,N,Y,N
607805,TN,Cuddalore,Y,Y,Y,Y,Y
600044,TN,Kanchipuram,Y,Y,Y,Y,Y
628701,TN,Tuticorin,Y,Y,Y,Y,Y
625023,TN,Madurai North,Y,Y,Y,Y,Y
333801,RJ,Jhujhunu,Y,Y,Y,Y,Y
670651,KL,Kannur,Y,Y,N,Y,N
582119,KA,Gadag,Y,Y,Y,Y,Y
362560,GJ,Junagadh,Y,Y,Y,Y,Y
392002,GJ,Bharuch,Y,Y,Y,Y,Y
534350,AP,West Godavari,Y,Y,Y,Y,Y
313902,RJ,Udaipur,Y,Y,N,Y,N
754225,OR,Kendrapara,Y,Y,Y,Y,Y
306306,RJ,Pali,Y,Y,N,Y,N
224228,UP,Faizabad,Y,Y,Y,Y,Y
713205,WB,Bardhaman,Y,Y,Y,Y,Y
410204,MH,Raigarh(Mh),Y,Y,Y,Y,Y
686016,KL,Kottayam,Y,Y,Y,Y,Y
283206,UP,Firozabad,Y,Y,Y,Y,Y
721423,WB,East Midnapore,Y,Y,Y,Y,Y
522238,AP,Guntur,Y,Y,Y,Y,Y
560092,KA,Bangalore,Y,Y,Y,Y,Y
400038,MH,Mumbai,Y,Y,Y,Y,Y
400103,MH,Mumbai,Y,Y,Y,Y,Y
208027,UP,Kanpur Nagar,Y,Y,Y,Y,Y
382160,GJ,Mahesana,Y,Y,N,Y,N
143102,PB,Amritsar,Y,Y,Y,Y,Y
515213,AP,Ananthapur,Y,Y,Y,Y,Y
365430,GJ,Amreli,Y,Y,Y,Y,Y
231224,UP,SONBHADRA,Y,Y,Y,Y,Y
274304,UP,Kushinagar,Y,Y,Y,Y,Y
274001,UP,Deoria,Y,Y,Y,Y,Y
799114,TR,South Tripura,Y,Y,Y,Y,Y
815318,JH,Giridh,Y,Y,Y,Y,Y
828132,JH,Dhanbad,Y,Y,Y,Y,Y
829131,JH,Ramgarh,Y,Y,Y,Y,Y
524316,AP,Nellore,Y,Y,Y,Y,Y
530032,AP,Visakhapatnam,Y,Y,Y,Y,Y
123411,HR,Rewari,Y,Y,N,Y,N
143108,PB,Amritsar,Y,Y,Y,Y,Y
583239,KA,Bellary,Y,Y,Y,Y,Y
585323,KA,Gulbarga,Y,Y,Y,Y,Y
123027,HR,Mahendragarh,Y,Y,N,Y,N
121002,HR,Faridabad,Y,Y,Y,Y,Y
506165,TS,Warangal,Y,Y,N,Y,N
313211,RJ,Rajsamand,Y,Y,N,Y,N
603106,TN,Kanchipuram,Y,Y,Y,Y,Y
250005,UP,Meerut,Y,Y,Y,Y,Y
322230,RJ,Karauli,Y,Y,Y,Y,Y
614030,TN,Tiruvarur,Y,Y,Y,Y,Y
625101,TN,Madurai,Y,Y,Y,Y,Y
614615,TN,Thanjavur,Y,Y,Y,Y,Y
639119,TN,Karur,Y,Y,Y,Y,Y
628004,TN,Tuticorin,Y,Y,Y,Y,Y
848121,BR,Samastipur,Y,Y,Y,Y,Y
502303,TS,Medak,Y,Y,Y,Y,Y
221401,UP,Sant Ravidas Nagar,Y,Y,Y,Y,Y
689105,KL,Thiruvalla,Y,Y,Y,Y,Y
334022,RJ,Bikaner,Y,Y,Y,Y,Y
132036,HR,Karnal,Y,Y,Y,Y,Y
575009,KA,Dakshina Kannada,Y,Y,Y,Y,Y
402125,MH,Raigarh(Mh),Y,Y,Y,Y,Y
402209,MH,Raigarh(Mh),Y,Y,Y,Y,Y
841233,BR,Siwan,Y,Y,Y,Y,Y
713334,WB,Bardhaman,Y,Y,Y,Y,Y
690568,KL,Kollam,Y,Y,Y,Y,Y
523336,AP,PRAKASAM,Y,Y,Y,Y,Y
431135,MH,Aurangabad,Y,Y,Y,Y,Y
686612,KL,Kottayam,Y,Y,Y,Y,Y
721670,WB,East Midnapore,Y,Y,Y,Y,Y
380026,GJ,Ahmedabad,Y,Y,Y,Y,Y
431531,MH,Parbhani,Y,Y,Y,Y,Y
721166,WB,West Midnapore,Y,Y,Y,Y,Y
686537,KL,Kottayam,Y,Y,Y,Y,Y
482021,MP,Jabalpur,Y,Y,Y,Y,Y
305007,RJ,Ajmer,Y,Y,Y,Y,Y
504294,TS,Adilabad,Y,Y,N,Y,N
501510,TS,K.V.Rangareddy,Y,Y,N,Y,N
144014,PB,Jalandhar,Y,Y,Y,Y,Y
364005,GJ,Bhavnagar,Y,Y,Y,Y,Y
581208,KA,Haveri,Y,Y,Y,Y,Y
781307,AS,Barpeta,Y,Y,Y,Y,Y
781023,AS,Kamrup,Y,Y,Y,Y,Y
110008,DL,Central Delhi,Y,Y,Y,Y,Y
571109,KA,Chamrajnagar,Y,Y,Y,Y,Y
828112,JH,Dhanbad,Y,Y,Y,Y,Y
781309,AS,Barpeta,Y,Y,Y,Y,Y
829126,JH,Hazaribag,Y,Y,Y,Y,Y
786611,AS,Dibrugarh,Y,Y,Y,Y,Y
531201,AP,West Godavari,Y,Y,Y,Y,Y
583219,KA,Bellary,Y,Y,N,Y,N
221209,UP,Varanasi,Y,Y,N,Y,N
476219,MP,Morena,Y,Y,Y,Y,Y
711316,WB,Howrah,Y,Y,Y,Y,Y
335503,RJ,Hanumangarh,Y,Y,Y,Y,Y
802314,BR,Bhojpur,Y,Y,Y,Y,Y
625517,TN,Theni,Y,Y,Y,Y,Y
225126,UP,BARABANKI,Y,Y,Y,Y,Y
363415,GJ,Surendra Nagar,Y,Y,N,Y,Y
843120,BR,Muzaffarpur,Y,Y,Y,Y,Y
625021,TN,Madurai,Y,Y,Y,Y,Y
609111,TN,Mayiladuthurai,Y,Y,N,Y,N
623533,TN,Ramanathapuram,Y,Y,Y,Y,Y
628007,TN,Tuticorin,Y,Y,Y,Y,Y
132102,HR,Panipat,Y,Y,Y,Y,Y
742148,WB,Murshidabad,Y,Y,Y,Y,Y
534301,AP,West Godavari,Y,Y,Y,Y,Y
799253,TR,North Tripura,Y,Y,Y,Y,Y
805105,BR,Nalanda,Y,Y,Y,Y,Y
821101,BR,Kaimur (Bhabua),Y,Y,Y,Y,Y
851118,BR,Begusarai,Y,Y,Y,Y,Y
312613,RJ,Chittorgarh,Y,Y,Y,Y,Y
713369,WB,Bardhaman,Y,Y,Y,Y,Y
831017,JH,East Singhbhum,Y,Y,Y,Y,Y
402206,MH,Raigarh(Mh),Y,Y,Y,Y,Y
425309,MH,Jalgaon,Y,Y,Y,Y,Y
272194,UP,Siddharthnagar,Y,Y,Y,Y,Y
688542,KL,Alappuzha,Y,Y,Y,Y,Y
711107,WB,Howrah,Y,Y,Y,Y,Y
443002,MH,Buldhana,Y,Y,N,Y,N
560043,KA,Bangalore,Y,Y,Y,Y,Y
535526,AP,Vizianagaram,Y,Y,Y,Y,Y
282010,UP,Agra,Y,Y,Y,Y,Y
501509,TS,K.V.Rangareddy,Y,Y,Y,Y,Y
444708,MH,Amravati,Y,Y,Y,Y,Y
695501,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
690561,KL,KOLLAM,Y,Y,Y,Y,Y
400102,MH,Mumbai,Y,Y,Y,Y,Y
365560,GJ,Amreli,Y,Y,Y,Y,Y
431521,MH,Parbhani,Y,Y,Y,Y,Y
804430,BR,GAYA,Y,Y,Y,Y,Y
828124,JH,Dhanbad,Y,Y,Y,Y,Y
532591,AP,Vizianagaram,Y,Y,Y,Y,Y
574122,KA,Udupi,Y,Y,Y,Y,Y
788103,AS,Cachar,Y,Y,Y,Y,Y
676309,KL,Malappuram,Y,Y,Y,Y,Y
534475,AP,West Godavari,Y,Y,Y,Y,Y
496665,CG,Raigarh,Y,Y,Y,Y,Y
503112,TS,Kamareddy,Y,Y,Y,Y,Y
686581,KL,Kottayam,Y,Y,Y,Y,Y
342003,RJ,Jodhpur,Y,Y,Y,Y,Y
680515,KL,Thrissur,Y,Y,Y,Y,Y
791111,AR,Papum Pare,Y,Y,Y,Y,Y
491228,CG,Durg,Y,Y,Y,Y,Y
110065,DL,South Delhi,Y,Y,Y,Y,Y
679516,KL,Akaloor,Y,Y,Y,Y,Y
624614,TN,Dindigul,Y,Y,Y,Y,Y
712224,WB,KONNAGAR,Y,Y,Y,Y,Y
134011,HR,Ambala,Y,Y,Y,Y,Y
306101,RJ,Pali,Y,Y,N,Y,N
443209,MH,Buldhana,Y,Y,Y,Y,Y
506355,TS,Warangal,Y,Y,Y,Y,Y
534217,AP,West Godavari,Y,Y,Y,Y,Y
384012,GJ,Mehsana,Y,Y,Y,Y,Y
851122,BR,Begusarai,Y,Y,Y,Y,Y
832109,JH,Seraikela-Kharsawan,Y,Y,Y,Y,Y
457119,MP,Ratlam,Y,Y,Y,Y,Y
721427,WB,East Midnapore,Y,Y,Y,Y,Y
686616,KL,Kottayam,Y,Y,N,Y,N
782441,AS,Karbi Anglong,Y,Y,N,Y,N
415304,MH,Sangli,Y,Y,Y,Y,Y
516172,AP,Cuddapah,Y,Y,Y,Y,Y
431005,MH,Aurangabad,Y,Y,Y,Y,Y
144034,PB,Kapurthala,Y,Y,Y,Y,Y
690557,KL,Alappuzha,Y,Y,Y,Y,Y
400001,MH,Mumbai,Y,Y,Y,Y,Y
755024,OR,Jajapur,Y,Y,N,Y,N
384121,GJ,Mahesana,Y,Y,Y,Y,Y
396108,GJ,Valsad,Y,Y,Y,Y,Y
451337,MP,Khargone,Y,Y,Y,Y,Y
690110,KL,Alappuzha,Y,Y,Y,Y,Y
847213,BR,Madhubani,Y,Y,Y,Y,Y
246761,UP,Bijnor,Y,Y,Y,Y,Y
203129,UP,Bulandshahr,Y,Y,Y,Y,Y
505186,TS,Karim Nagar,Y,Y,Y,Y,Y
403002,GA,North Goa,Y,Y,Y,Y,Y
403001,GA,North Goa,Y,Y,Y,Y,Y
508105,TS,Nalgonda,Y,Y,Y,Y,Y
574244,KA,Karkala,Y,Y,Y,Y,Y
785701,AS,Sibsagar,Y,Y,Y,Y,Y
786125,AS,Tinsukia,Y,Y,Y,Y,Y
590002,KA,Belguam ,Y,Y,Y,Y,Y
522304,AP,Guntur,Y,Y,Y,Y,Y
802203,BR,Bhojpur,Y,Y,Y,Y,Y
531113,AP,Visakhapatnam,Y,Y,Y,Y,Y
680512,KL,Thrissur,Y,Y,Y,Y,Y
603319,TN,Kanchipuram,Y,Y,Y,Y,Y
495695,CG,Janjgir-Champa,Y,Y,Y,Y,Y
641664,TN,Coimbatore,Y,Y,Y,Y,Y
604405,TN,Tiruvannamalai,Y,Y,Y,Y,Y
626601,TN,Dindigul,Y,Y,Y,Y,Y
636203,TN,Salem,Y,Y,Y,Y,Y
627551,TN,Tirunelveli,Y,Y,Y,Y,Y
638703,TN,Erode,Y,Y,N,Y,N
782120,AS,Nagaon,Y,Y,N,Y,N
142057,PB,Moga,Y,Y,Y,Y,Y
689547,KL,Pathanamthitta,Y,Y,Y,Y,Y
181124,JK,Jammu,Y,Y,Y,Y,Y
140108,PB,Ropar,Y,Y,Y,Y,Y
515291,AP,Ananthapur,Y,Y,Y,Y,Y
741157,WB,Nadia,Y,Y,Y,Y,Y
741163,WB,Nadia,Y,Y,Y,Y,Y
171202,HP,Shimla,Y,Y,Y,Y,Y
177104,HP,Kangra,Y,Y,Y,Y,Y
132039,HR,Karnal,Y,Y,N,Y,N
591246,KA,Belgaum,Y,Y,Y,Y,Y
591313,KA,Belgaum,Y,Y,Y,Y,Y
713516,WB,Bardhaman,Y,Y,Y,Y,Y
123001,HR,Mahendragarh,Y,Y,Y,Y,Y
755045,OR,Jajapur,Y,Y,N,Y,N
803211,BR,Patna,Y,Y,Y,Y,Y
415509,MH,Satara,Y,Y,Y,Y,Y
141422,PB,Ludhiana,Y,Y,Y,Y,Y
712235,WB,Hooghly,Y,Y,Y,Y,Y
523189,AP,Prakasam,Y,Y,Y,Y,Y
344023,RJ,Barmer,Y,Y,Y,Y,Y
691316,KL,Punalur,Y,Y,Y,Y,Y
587103,KA,Bagalkot,Y,Y,Y,Y,Y
732101,WB,Malda,Y,Y,Y,Y,Y
110102,DL,Delhi NCR,Y,Y,Y,Y,Y
735122,WB,Jalpaiguri,Y,Y,N,Y,N
261206,UP,Sitapur,Y,Y,Y,Y,Y
521150,AP,Krishna,Y,Y,Y,Y,Y
147001,PB,Patiala,Y,Y,Y,Y,Y
244414,UP,Sambhal,Y,Y,Y,Y,Y
143411,PB,Amritsar,Y,Y,Y,Y,Y
504109,TS,Adilabad,Y,Y,Y,Y,Y
442307,MH,Wardha,Y,Y,Y,Y,Y
785643,AS,Sonitpur,Y,Y,Y,Y,Y
224157,UP,Ambedkar Nagar,Y,Y,Y,Y,Y
828119,JH,Dhanbad,Y,Y,Y,Y,Y
141411,PB,Ludhiana,Y,Y,Y,Y,Y
756117,OR,Bhadrak,Y,Y,N,Y,N
641039,TN,Coimbatore,Y,Y,Y,Y,Y
695143,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
411012,MH,Pune,Y,Y,Y,Y,Y
680591,KL,THRISSUR,Y,Y,Y,Y,Y
226008,UP,Lucknow,Y,Y,Y,Y,Y
361010,GJ,Jamnagar,Y,Y,Y,Y,Y
242042,UP,Shahjahanpur,Y,Y,Y,Y,Y
690109,KL,Alappuzha,Y,Y,Y,Y,Y
606213,TN,VILLUPURAM,Y,Y,Y,Y,Y
673602,KL,Kozhikode,Y,Y,Y,Y,Y
303122,RJ,Jaipur,Y,Y,Y,Y,Y
321206,RJ,BHARATPUR,Y,Y,Y,Y,Y
673636,KL,Malappuram,Y,Y,Y,Y,Y
785662,AS,Sibsagar,Y,Y,N,Y,N
493195,CG,Raipur,Y,Y,Y,Y,Y
121003,HR,Faridabad,Y,Y,Y,Y,Y
344035,RJ,Barmer,Y,Y,N,Y,N
629851,TN,Kanyakumari,Y,Y,Y,Y,Y
630558,TN,Sivaganga,Y,Y,Y,Y,Y
635754,TN,Ambur,Y,Y,Y,Y,Y
632404,TN,Vellore,Y,Y,Y,Y,Y
396439,GJ,Navsari,Y,Y,Y,Y,Y
125001,HR,Hisar,Y,Y,Y,Y,Y
143401,PB,Amritsar,Y,Y,Y,Y,Y
605004,PU,Pondicherry,Y,Y,Y,Y,Y
678012,KL,Palakkad,Y,Y,Y,Y,Y
171304,HP,Mandi,Y,Y,Y,Y,Y
174321,HP,Una,Y,Y,Y,Y,Y
691554,KL,Pathanamthitta,Y,Y,Y,Y,Y
575016,KA,Dakshina Kannada,Y,Y,Y,Y,Y
457114,MP,Ratlam,Y,Y,Y,Y,Y
523333,AP,Prakasam,Y,Y,Y,Y,Y
392210,GJ,Bharuch,Y,Y,Y,Y,Y
431105,MH,Jalna,Y,Y,Y,Y,Y
140308,PB,Mohali,Y,Y,Y,Y,Y
734301,WB,Darjiling,Y,Y,Y,Y,Y
743129,WB,North 24 Parganas,Y,Y,N,Y,N
422012,MH,Nashik,Y,Y,Y,Y,Y
387420,GJ,Kheda,Y,Y,Y,Y,Y
401203,MH,Thane,Y,Y,Y,Y,Y
110403,DL,Delhi NCR,Y,Y,Y,Y,Y
141003,PB,Ludhiana,Y,Y,Y,Y,Y
413104,MH,Baramati,Y,Y,Y,Y,Y
201008,UP,Gautam Buddha Nagar,Y,Y,Y,Y,Y
281501,UP,Mathura,Y,Y,Y,Y,Y
690572,KL,Alappuzha,Y,Y,Y,Y,Y
226303,UP,Lucknow,Y,Y,Y,Y,Y
802218,BR,Rohtas,Y,Y,Y,Y,Y
800015,BR,Patna,Y,Y,Y,Y,Y
484120,MP,Anuppur,Y,Y,N,Y,N
784145,AS,Darrang,Y,Y,Y,Y,Y
784167,AS,Sonitpur,Y,Y,Y,Y,Y
577427,KA,Shimoga,Y,Y,N,Y,N
827003,JH,Bokaro,Y,Y,Y,Y,Y
335025,RJ,Ganganagar,Y,Y,Y,Y,Y
484224,MP,Anuppur,Y,Y,N,Y,N
733102,WB,South Dinajpur,Y,Y,N,Y,N
733156,WB,North Dinajpur,Y,Y,Y,Y,Y
577588,KA,Davangare,Y,Y,Y,Y,Y
679589,KL,Malappuram,Y,Y,Y,Y,Y
523105,AP,Prakasam,Y,Y,Y,Y,Y
689611,KL,Pathanamthitta,Y,Y,Y,Y,Y
411002,MH,Pune,Y,Y,Y,Y,Y
362268,GJ,Junagadh,Y,Y,Y,Y,Y
226012,UP,Lucknow,Y,Y,Y,Y,Y
563136,KA,Kolar,Y,Y,Y,Y,Y
785691,AS,Sibsagar,Y,Y,N,Y,N
799280,TR,North Tripura,Y,Y,Y,Y,Y
804429,BR,Jehanabad,Y,Y,Y,Y,Y
431101,MH,Aurangabad,Y,Y,Y,Y,Y
506003,TS,Warangal,Y,Y,Y,Y,Y
533005,AP,East Godavari,Y,Y,Y,Y,Y
572135,KA,Tumkur,Y,Y,N,Y,N
686651,KL,Kottayam,Y,Y,Y,Y,Y
686585,KL,Kottayam,Y,Y,Y,Y,Y
383245,GJ,Sabarkantha,Y,Y,Y,Y,Y
331802,RJ,Churu,Y,Y,N,Y,N
673577,KL,Wayanad,Y,Y,Y,Y,Y
110014,DL,South Delhi,Y,Y,Y,Y,Y
627436,TN,Tirunelveli,Y,Y,Y,Y,Y
641113,TN,Coimbatore,Y,Y,Y,Y,Y
623608,TN,Paramakudi,Y,Y,Y,Y,Y
624001,TN,Dindigul,Y,Y,Y,Y,Y
384110,GJ,Patan,Y,Y,Y,Y,Y
695004,KL,Trivandrum,Y,Y,Y,Y,Y
250619,UP,Bagpat,Y,Y,Y,Y,Y
391510,GJ,Savli,Y,Y,Y,Y,Y
804402,BR,Gaya,Y,Y,Y,Y,Y
688522,KL,Alappuzha,Y,Y,Y,Y,Y
173207,HP,Solan,Y,Y,N,Y,N
304502,RJ,Tonk,Y,Y,N,Y,N
580118,KA,Dharward,Y,Y,Y,Y,Y
177208,HP,Una,Y,Y,Y,Y,Y
206124,UP,Etawah,Y,Y,Y,Y,Y
431721,MH,Nanded,Y,Y,N,Y,N
360430,GJ,Rajkot,Y,Y,N,Y,N
508101,TS,Nalgonda,Y,Y,Y,Y,Y
505451,TS,Karim Nagar,Y,Y,Y,Y,Y
416705,MH,Ratnagiri,Y,Y,Y,Y,Y
713217,WB,Bardhaman,Y,Y,Y,Y,Y
400059,MH,Mumbai,Y,Y,Y,Y,Y
522413,AP,Guntur,Y,Y,Y,Y,Y
444604,MH,Amravati,Y,Y,Y,Y,Y
847237,BR,Madhubani,Y,Y,Y,Y,Y
743503,WB,South 24 Parganas,Y,Y,Y,Y,Y
587202,KA,Bagalkot,Y,Y,Y,Y,Y
208019,UP,Kanpur Nagar,Y,Y,Y,Y,Y
251310,UP,Muzaffarnagar,Y,Y,Y,Y,Y
110101,DL,New Delhi,Y,Y,Y,Y,Y
475115,MP,Gwalior,Y,Y,Y,Y,Y
382810,GJ,Gandhi Nagar,Y,Y,N,Y,N
535216,AP,Vizianagaram,Y,Y,N,Y,N
700079,WB,Kolkata,Y,Y,Y,Y,Y
361009,GJ,Jamnagar,Y,Y,Y,Y,Y
229202,UP,Raebareli,Y,Y,Y,Y,Y
505404,TS,Karim Nagar,Y,Y,Y,Y,Y
403003,GA,North Goa,Y,Y,Y,Y,Y
123502,HR,Gurgaon,Y,Y,Y,Y,Y
828106,JH,Dhanbad,Y,Y,Y,Y,Y
825311,JH,Hazaribag,Y,Y,Y,Y,Y
131021,HR,Sonipat,Y,Y,Y,Y,Y
577547,KA,Chickmagalur,Y,Y,Y,Y,Y
530021,AP,East Godavari,Y,Y,Y,Y,Y
670675,KL,Kannur,Y,Y,Y,Y,Y
670613,KL,Kannur,Y,Y,Y,Y,Y
506001,TS,Warangal,Y,Y,Y,Y,Y
431125,MH,Beed,Y,Y,Y,Y,Y
534260,AP,West Godavari,Y,Y,N,Y,N
394370,GJ,Surat,Y,Y,Y,Y,Y
229126,UP,Raebareli,Y,Y,Y,Y,Y
225125,UP,BARABANKI,Y,Y,Y,Y,Y
843334,BR,Sitamarhi,Y,Y,N,Y,N
682022,KL,Cochin,Y,Y,Y,Y,Y
331402,RJ,Churu,Y,Y,Y,Y,Y
472005,MP,Tikamgarh,Y,Y,Y,Y,Y
606305,TN,Villupuram,Y,Y,Y,Y,Y
621001,TN,Tiruchirappalli,Y,Y,Y,Y,Y
625701,TN,Madurai,Y,Y,N,Y,N
614205,TN,Thanjavur,Y,Y,N,Y,N
611101,TN,Thiruvarur,Y,Y,N,Y,N
628008,TN,Tuticorin,Y,Y,Y,Y,Y
332714,RJ,Sikar,Y,Y,Y,Y,Y
582111,KA,Gadag,Y,Y,Y,Y,Y
769042,OR,Sundergarh,Y,Y,Y,Y,Y
142011,PB,Moga,Y,Y,Y,Y,Y
742213,WB,Murshidabad,Y,Y,N,Y,N
414604,MH,Ahmed Nagar,Y,Y,Y,Y,Y
384151,GJ,Patan,Y,Y,Y,Y,Y
465335,MP,Shajapur,Y,Y,N,Y,N
813105,BR,Bhagalpur,Y,Y,Y,Y,Y
841287,BR,Siwan,Y,Y,Y,Y,Y
462046,MP,Bhopal,Y,Y,Y,Y,Y
506352,TS,WARANGAL ,Y,Y,Y,Y,Y
122508,HR,Gurgaon,Y,Y,Y,Y,Y
695557,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
422003,MH,Nashik,Y,Y,Y,Y,Y
517112,AP,Chittoor,Y,Y,Y,Y,Y
751001,OR,Khorda,Y,Y,Y,Y,Y
382011,GJ,Ahmedabad,Y,Y,Y,Y,Y
743411,WB,North 24 Parganas,Y,Y,N,Y,N
768118,OR,Sambalpur,Y,Y,N,Y,N
854365,BR,Purnia,Y,Y,Y,Y,Y
281403,UP,Mathura,Y,Y,Y,Y,Y
482001,MP,Jabalpur,Y,Y,Y,Y,Y
482005,MP,Jabalpur,Y,Y,Y,Y,Y
482008,MP,Jabalpur,Y,Y,Y,Y,Y
401505,MH,Thane,Y,Y,Y,Y,Y
232326,UP,Ghazipur,Y,Y,Y,Y,Y
743203,WB,North 24 Parganas,Y,Y,Y,Y,Y
387110,GJ,Kheda,Y,Y,N,Y,N
388570,GJ,Anand,Y,Y,N,Y,N
144624,PB,Kapurthala,Y,Y,Y,Y,Y
229123,UP,Raebareli,Y,Y,Y,Y,Y
272150,UP,Basti,Y,Y,Y,Y,Y
814148,JH,Dumka,Y,Y,N,Y,N
274409,UP,Kushinagar,Y,Y,Y,Y,Y
764005,OR,Koraput,Y,Y,Y,Y,Y
123035,HR,Rewari,Y,Y,Y,Y,Y
791110,AR,Papum Pare,Y,Y,Y,Y,Y
143107,PB,Amritsar,Y,Y,Y,Y,Y
466120,MP,Sehore,Y,Y,Y,Y,Y
713321,WB,Durgapur,Y,Y,Y,Y,Y
712415,WB,Hooghly,Y,Y,Y,Y,Y
847236,BR,Madhubani,Y,Y,Y,Y,Y
284126,UP,Lalitpur,Y,Y,N,Y,N
273012,UP,Gorakhpur,Y,Y,Y,Y,Y
424203,MH,Jalgaon,Y,Y,Y,Y,Y
585314,KA,Gulbarga,Y,Y,N,Y,N
493113,CG,Raipur,Y,Y,Y,Y,Y
623524,TN,Ramanathapuram,Y,Y,Y,Y,Y
600091,TN,Kanchipuram,Y,Y,Y,Y,Y
502287,TS,Medak,Y,Y,Y,Y,Y
764052,OR,Malkangiri,Y,Y,N,Y,N
502102,TS,Medak,Y,Y,Y,Y,Y
221310,UP,Sant Ravidas Nagar,Y,Y,Y,Y,Y
688567,KL,Alappuzha,Y,Y,Y,Y,Y
175128,HP,Kullu,Y,Y,Y,Y,Y
125051,HR,Hisar,Y,Y,N,Y,N
206001,UP,Etawah,Y,Y,Y,Y,Y
505215,TS,Karim Nagar,Y,Y,Y,Y,Y
402108,MH,Raigarh(Mh),Y,Y,Y,Y,Y
413705,MH,Ahmed Nagar,Y,Y,N,Y,N
201013,UP,Ghaziabad,Y,Y,Y,Y,Y
